DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4654545;1;1;1;10;1;2;9;1938;79;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;1331,01591309548
4654545;1;2;1;10;2;1;11;1968;49;3;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1331,01591309548
4654546;1;1;1;10;1;1;2;1940;78;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1128,3335727239
4654546;1;2;1;10;2;2;9;1940;77;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;1128,3335727239
4654546;1;3;1;10;3;1;8;1973;44;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;1128,3335727239
4654547;1;1;1;10;6;1;5;1963;55;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2786,82870105458
4654547;1;2;1;10;2;2;5;1968;50;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2786,82870105458
4654547;1;3;1;10;3;1;7;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2786,82870105458
4654547;1;4;1;10;4;2;2;1999;19;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2786,82870105458
4654547;1;5;1;10;4;1;7;2015;2;4; ;2; ;1;4; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;68;2786,82870105458
4654547;1;6;1;10;2;2;5;2014;4;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;68;2786,82870105458
4654548;1;1;1;10;1;1;2;1938;80;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654548;1;2;1;10;2;2;6;1945;73;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654548;1;3;1;10;3;1;7;1978;39;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654548;1;4;1;10;4;2;7;1984;33;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1007,86313239611
4654548;1;5;1;10;4;2;1;2003;15;4;6;2; ;1;4; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;68;1007,86313239611
4654548;1;6;1;10;4;2;11;2007;10;4;6;2; ;1;4; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;68;1007,86313239611
4654549;1;1;1;10;1;1;1;1956;62;1;6;3; ;3; ; ; ;2;1;84; ; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1813,04392442064
4654550;1;1;1;10;1;1;12;1962;55;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1029,88529450919
4654550;1;2;1;10;2;2;3;1966;52;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1029,88529450919
4654550;1;3;1;10;3;1;11;1991;26;5;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1029,88529450919
4654551;1;1;1;10;1;1;5;1938;80;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;68;1007,86313239611
4654551;1;2;1;10;2;2;12;1944;73;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;68;1007,86313239611
4654552;1;1;1;10;1;1;7;1969;48;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;2212,41678021992
4654552;1;2;1;10;2;2;7;1964;53;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2212,41678021992
4654552;1;3;1;10;3;1;1;1988;30;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2212,41678021992
4654552;1;4;1;10;4;1;3;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2212,41678021992
4654553;1;1;1;10;1;2;2;1970;48;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1007,86313239611
4654554;1;1;1;10;1;2;12;1957;60;1;4;3; ;3; ; ; ;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;06;68;1076,1423534539
4654555;1;1;1;10;1;1;3;1972;46;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;68;1672,55697181378
4654555;1;2;1;10;2;2;8;1964;53;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;68;1672,55697181378
4654555;1;3;1;10;3;2;7;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;68;1672,55697181378
4654556;1;1;1;10;1;2;4;1959;59;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1516,13169038692
4654556;1;2;1;10;2;2;1;2003;15;3;6;3; ;1;1; ; ;1; ; ;3; ; ;1;1;1;1;4;6; ; ;2;6;06;68;1516,13169038692
4654557;1;1;1;10;1;2;4;1969;49;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;68;3122,50814320894
4654557;1;2;1;10;2;1;3;1970;48;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;3122,50814320894
4654557;1;3;1;10;3;2;1;1996;22;3;6;1;2;1;1; ; ;1; ; ;1;1;31200;2;1;2; ;6;2;3; ;2;13;06;68;3122,50814320894
4654557;1;4;1;10;4;1;12;2000;17;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;68;3122,50814320894
4654557;1;5;1;10;1;1;2;2008;10;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;68;3122,50814320894
4654558;1;1;1;10;1;1;6;1948;70;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;68;1128,3335727239
4654558;1;2;1;10;2;2;6;1958;60;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1128,3335727239
4654558;1;3;1;10;3;1;11;1974;43;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1128,3335727239
4654559;1;1;1;10;1;2;10;1979;38;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;2142,65899786979
4654559;1;2;1;10;2;2;2;2002;16;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;68;2142,65899786979
4654559;1;3;1;10;3;1;10;2004;13;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;68;2142,65899786979
4654560;1;1;1;10;1;1;4;1970;48;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;68;1672,55697181378
4654560;1;2;1;10;2;2;12;1969;48;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;68;1672,55697181378
4654560;1;3;1;10;3;2;10;2005;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;68;1672,55697181378
4654561;1;1;1;10;1;2;12;1976;41;1;6;3; ;2; ; ; ;1; ; ;1;3;46874;2;1;2; ;6;2;3; ;2;13;06;68;2422,6276251744
4654561;1;2;1;10;2;2;8;2000;17;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;68;2422,6276251744
4654561;1;3;1;10;3;1;1;2006;12;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;5; ; ;2;5;06;68;2422,6276251744
4654561;1;4;1;10;1;2;7;2009;8;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;68;2422,6276251744
4654587;1;1;1;10;1;1;11;1989;28;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;18;1206,60893305581
4654587;1;2;1;10;2;2;8;1989;28;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;18;1206,60893305581
4654587;1;3;1;10;2;2;4;2016;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;18;1206,60893305581
4654588;1;1;1;10;1;1;3;1985;33;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;18;2433,1902946636
4654588;1;2;1;10;2;2;9;1993;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;2433,1902946636
4654588;1;3;1;10;3;1;3;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;18;2433,1902946636
4654588;1;4;1;10;4;1;4;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;18;2433,1902946636
4654588;1;5;1;10;2;2;6;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;18;2433,1902946636
4654588;1;6;1;10;2;1;11;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;2433,1902946636
4654588;1;7;1;10;2;2;6;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;2433,1902946636
4654589;1;1;1;10;1;1;8;1992;25;1;2;2; ;2; ;1;2;2;1;3; ; ; ;2;1;2; ;3;3; ; ;2;3;06;18;1604,85799993905
4654589;1;2;1;10;2;2;4;1995;23;2;2;3; ;2; ;1;1;2;1;3; ; ; ;2;1;2; ;4;7; ; ;2;7;06;18;1604,85799993905
4654589;1;3;1;10;2;2;4;2013;5;3; ;1;1;1;2; ; ;2;1;3; ; ; ;2;2;1;1;2;0; ; ;2;0;06;18;1604,85799993905
4654590;1;1;1;10;1;1;9;1984;33;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1957,31570456682
4654590;1;2;1;10;2;2;7;1980;38;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1957,31570456682
4654590;1;3;1;10;3;1;10;2001;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;18;1957,31570456682
4654590;1;4;1;10;4;2;6;2004;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;18;1957,31570456682
4654590;1;5;1;10;2;1;6;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;18;1957,31570456682
4654590;1;6;1;10;2;2;2;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;18;1957,31570456682
4654591;1;1;1;10;1;1;7;1959;59;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;899,660219363682
4654591;1;2;1;10;2;2;1;1965;53;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;18;899,660219363682
4654591;1;3;1;10;3;1;4;2004;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;1;1;1;1;4;6; ; ;2;6;06;18;899,660219363682
4654592;1;1;1;10;1;1;7;1955;62;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;18;1070,19552313018
4654592;1;2;1;10;2;2;9;1962;55;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;1070,19552313018
4654593;1;1;1;10;1;2;7;1952;65;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;1198,81144804475
4654593;1;2;1;10;2;2;1;2008;10;4;6;3; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;18;1198,81144804475
4654594;1;1;1;10;1;1;1;1945;73;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;896,648750759784
4654594;1;2;1;10;2;2;10;1950;67;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;896,648750759784
4654594;1;3;1;10;3;1;11;1992;25;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;18;896,648750759784
4654595;1;1;1;10;1;1;7;1961;57;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;899,660219363682
4654595;1;2;1;10;2;2;8;1982;35;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;899,660219363682
4654595;1;3;1;10;3;1;2;2004;14;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;18;899,660219363682
4654596;1;1;1;10;1;2;9;1947;70;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1171,19646787579
4654597;1;1;1;10;1;1;11;1974;43;1;2;3; ;3; ;1;2;1; ; ;1;4; ;2;1;2; ;4;8; ; ;2;8;06;18;1240,80597609741
4654597;1;2;1;10;2;2;6;1976;42;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1240,80597609741
4654597;1;3;1;10;2;1;5;2015;3;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;1240,80597609741
4654598;1;1;1;10;1;1;2;1974;44;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;608,2975736659
4654598;1;2;1;10;2;2;2;1969;49;6;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;608,2975736659
4654598;1;3;1;10;3;1;1;1990;28;6;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;18;608,2975736659
4654599;1;1;1;10;1;1;10;1962;55;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;753,72842716224
4654599;1;2;1;10;2;2;10;1963;54;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;753,72842716224
4654599;1;3;1;10;3;1;10;1991;26;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;18;753,72842716224
4654599;1;4;1;10;4;1;12;1998;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;18;753,72842716224
4654599;1;5;1;10;5;2;2;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;18;753,72842716224
4654600;1;1;1;10;1;1;12;1999;18;1;1;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;18;1398,91023099253
4654600;1;2;1;10;2;2;11;2001;16;2;1;2; ;2; ;1;1;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;18;1398,91023099253
4654601;1;1;1;10;1;1;4;1971;47;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;18;1323,65091660428
4654601;1;2;1;10;2;2;4;1982;36;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;1323,65091660428
4654601;1;3;1;10;3;2;7;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;18;1323,65091660428
4654601;1;4;1;10;4;2;5;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;18;1323,65091660428
4654601;1;5;1;10;5;2;6;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;18;1323,65091660428
4654601;1;6;1;10;2;1;8;2012;5;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;18;1323,65091660428
4654602;1;1;1;10;1;1;11;1973;44;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;672,414288247119
4654602;1;2;1;10;2;2;8;1979;38;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;672,414288247119
4654603;1;1;1;10;1;1;8;1983;34;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;1775,0006209061
4654603;1;2;1;10;2;2;12;1985;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;18;1775,0006209061
4654603;1;3;1;10;2;2;12;2008;9;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;18;1775,0006209061
4654603;1;4;1;10;2;1;4;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;18;1775,0006209061
4654604;1;1;1;10;1;1;11;1981;36;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;2173,24968778934
4654604;1;2;1;10;2;2;10;1996;21;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;2173,24968778934
4654604;1;3;1;10;2;2;3;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;18;2173,24968778934
4654604;1;4;1;10;2;1;12;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;18;2173,24968778934
4654605;1;1;1;10;1;1;10;1953;64;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;1070,19552313018
4654605;1;2;1;10;2;2;4;1956;62;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1070,19552313018
4654606;1;1;1;10;1;1;11;1954;63;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;18;1115,59420258619
4654607;1;1;1;10;1;1;12;1957;60;1;4;3; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;18;1070,19552313018
4654607;1;2;1;10;2;2;6;1925;93;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;1070,19552313018
4654608;1;1;1;10;1;1;9;1987;30;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;2173,24968778934
4654608;1;2;1;10;2;2;7;1995;22;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;2173,24968778934
4654608;1;3;1;10;2;1;4;2010;8;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;18;2173,24968778934
4654608;1;4;1;10;2;2;4;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;18;2173,24968778934
4654609;1;1;1;10;1;1;2;1965;53;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;18;1043,0483749614
4654610;1;1;1;10;1;1;10;1948;69;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;1999,23508341876
4654610;1;2;1;10;2;2;8;1956;61;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;18;1999,23508341876
4654610;1;3;1;10;3;1;4;1979;39;3;6;1;1;1;2; ; ;2;1;36; ; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1999,23508341876
4654610;1;4;1;10;2;2;12;2008;9;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;18;1999,23508341876
4654610;1;5;1;10;2;1;3;2016;2;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;18;1999,23508341876
4654611;1;1;1;10;1;1;4;1982;36;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;18;981,814495230656
4654611;1;2;1;10;2;2;9;1985;32;2;3;2; ;2; ;1;1;1; ; ;3; ; ;1;1;2; ;5;11;2; ;2;11;06;18;981,814495230656
4654611;1;3;1;10;3;1;4;2006;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;18;981,814495230656
4654611;1;4;1;10;4;1;10;2007;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;18;981,814495230656
4654612;1;1;1;10;1;1;11;1954;63;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;896,648750759784
4654612;1;2;1;10;2;2;3;1963;55;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;18;896,648750759784
4654612;1;3;1;10;3;1;3;1988;30;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;18;896,648750759784
4654613;1;1;1;10;1;1;1;1987;31;1;2;2; ;3; ;1;2;2;1;36; ; ; ;1;1;2; ;3;3; ; ;2;3;06;18;1775,0006209061
4654613;1;2;1;10;2;2;1;1992;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;18;1775,0006209061
4654613;1;3;1;10;2;2;7;2009;8;3; ;3; ;1;2; ; ;1; ; ;3; ; ;1;1;1;1;3;2; ; ;2;2;06;18;1775,0006209061
4654613;1;4;1;10;2;1;11;2014;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;1775,0006209061
4654614;1;1;1;10;1;1;4;1986;32;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;18;2433,1902946636
4654614;1;2;1;10;2;2;5;1981;37;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;2433,1902946636
4654614;1;3;1;10;3;1;1;2003;15;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;18;2433,1902946636
4654614;1;4;1;10;2;1;9;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;18;2433,1902946636
4654614;1;5;1;10;2;1;4;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;2433,1902946636
4654614;1;6;1;10;6;2;9;2001;16;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;2433,1902946636
4654614;1;7;1;10;6;2;3;2018;0;4; ;2; ;1;6; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;06;18;2433,1902946636
4654615;1;1;1;10;1;1;8;1976;41;1;3;2; ;3; ;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;06;18;854,729371907845
4654615;1;2;1;10;2;2;8;1977;40;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;854,729371907845
4654615;1;3;1;10;3;2;9;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;1;1;2; ;5;11;2; ;2;11;06;18;854,729371907845
4654615;1;4;1;10;4;1;11;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;854,729371907845
4654616;1;1;1;10;1;1;10;1983;34;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;1240,80597609741
4654616;1;2;1;10;2;2;2;1988;30;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;18;1240,80597609741
4654616;1;3;1;10;2;1;6;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;18;1240,80597609741
4654617;1;1;1;10;1;1;2;1946;72;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;18;726,113446993282
4654617;1;2;1;10;2;1;11;1972;45;3;6;1;1;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;18;726,113446993282
4654617;1;3;1;10;3;2;9;1979;38;6;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;18;726,113446993282
4654617;1;4;1;10;4;1;1;2003;15;6;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;18;726,113446993282
4654618;1;1;1;10;1;1;1;1956;62;1;3;3; ;3; ;1;2;1; ; ;1;3;106000;2;1;2; ;3;3; ; ;2;3;06;18;744,960115871913
4654618;1;2;1;10;2;2;5;1973;45;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;06;18;744,960115871913
4654644;1;1;1;10;1;1;7;1985;32;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;18;2173,24968778934
4654644;1;2;1;10;2;2;12;1993;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;18;2173,24968778934
4654644;1;3;1;10;2;1;4;2010;8;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;18;2173,24968778934
4654644;1;4;1;10;2;2;7;2014;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;18;2173,24968778934
4654645;1;1;1;10;1;1;11;1989;28;1;2;2; ;2; ;1;2;2;1;36; ; ; ;1;1;2; ;4;6; ; ;2;6;06;18;1516,00914003935
4654645;1;2;1;10;2;2;10;1985;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;1;1;2; ;3;3; ; ;2;3;06;18;1516,00914003935
