DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4634541;1;2;1;10;2;2;1;1989;29;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;66;896,864429981941
4634541;1;3;1;10;3;2;5;2000;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;66;896,864429981941
4634541;1;4;1;10;4;1;2;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;66;896,864429981941
4634542;1;1;1;10;1;1;8;1966;51;1;3;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;66;1879,72417595857
4634542;1;2;1;10;2;2;7;1970;47;2;3;3; ;1;6;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;1879,72417595857
4634542;1;3;1;10;3;2;1;1994;24;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;6;2;3; ;2;13;06;66;1879,72417595857
4634542;1;4;1;10;3;1;10;2013;4;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;2;0;06;66;1879,72417595857
4634542;1;5;1;10;3;1;6;2016;2;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;06;66;1879,72417595857
4634542;1;6;1;10;6;2;3;1939;79;5;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;66;1879,72417595857
4634544;1;1;1;10;1;2;10;1941;76;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;66;864,728208361608
4634544;1;2;1;10;2;1;5;1980;38;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;66;864,728208361608
4634544;1;3;1;10;3;1;8;1982;35;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;66;864,728208361608
4634545;1;1;1;10;1;2;3;1977;41;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;66;1049,99013026863
4634545;1;2;1;10;2;1;2;2003;15;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;66;1049,99013026863
4634546;1;1;1;10;1;1;10;1969;48;1;4;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;1256,79313440683
4634546;1;2;1;10;2;1;1;1995;23;3;6;1;1;2; ; ; ;1; ; ;1;1;32000;2;1;2; ;5;11;2; ;2;11;06;66;1256,79313440683
4634548;1;1;1;10;1;1;5;1969;49;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;66;988,486951876429
4634548;1;2;1;10;2;1;5;1945;73;9;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;988,486951876429
4634549;1;1;1;10;1;1;2;1940;78;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;66;1122,95228099973
4634549;1;2;1;10;2;2;8;1944;73;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;1122,95228099973
4634551;1;1;1;10;1;2;12;1958;59;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;66;1046,83020718465
4634551;1;2;1;10;2;1;5;1975;43;3;4;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;66;1046,83020718465
4634552;1;1;1;10;1;1;11;1974;43;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;66;1266,09037728598
4634552;1;2;1;10;2;2;8;1984;33;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;66;1266,09037728598
4634552;1;3;1;10;2;2;2;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;66;1266,09037728598
4634553;1;1;1;10;1;1;6;1976;42;1;2;2; ;1;4;1;2;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;2;11;06;66;1218,45370758623
4634553;1;2;1;10;2;2;7;1983;34;2;2;3; ;3; ;1;1;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;2;11;06;66;1218,45370758623
4634553;1;3;1;10;2;2;7;2008;9;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;06;66;1218,45370758623
4634553;1;4;1;10;4;2;3;1957;61;5;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;2;8;06;66;1218,45370758623
4634555;1;1;1;10;1;1;7;1962;55;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;638,284437853723
4634555;1;2;1;10;2;2;5;1969;49;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;66;638,284437853723
4634555;1;3;1;10;3;2;5;1987;31;3;6;1;1;1;2; ; ;1; ; ;1;1;36000;2;1;2; ;6;3;3; ;2;14;06;66;638,284437853723
4634555;1;4;1;10;4;1;3;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;66;638,284437853723
4634557;1;1;1;10;1;1;9;1953;64;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;1170,58895069947
4634558;1;1;1;10;1;1;10;1959;58;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;66;972,986503797014
4634558;1;2;1;10;2;2;8;1967;50;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;972,986503797014
4634558;1;3;1;10;3;2;8;1993;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;66;972,986503797014
4634558;1;4;1;10;4;1;4;2000;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;2;5;10;1; ;2;10;06;66;972,986503797014
4634559;1;1;1;10;1;1;3;1956;62;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;66;781,683947738232
4634559;1;2;1;10;2;2;12;1964;53;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;66;781,683947738232
4634560;1;1;1;10;1;1;2;1984;34;1;2;2; ;3; ;1;2;1; ; ;1;1;32000;2;1;2; ;3;5; ; ;2;5;06;66;763,514470995875
4634560;1;2;1;10;2;2;5;1982;36;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;6; ; ;2;6;06;66;763,514470995875
4634560;1;3;1;10;3;2;5;2001;17;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;5;10;1; ;2;10;06;66;763,514470995875
4634560;1;4;1;10;4;2;8;2003;14;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;06;66;763,514470995875
4634561;1;1;1;10;1;1;10;1990;27;1;2;2; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;3;4; ; ;2;4;06;66;1898,38454712196
4634561;1;2;1;10;2;2;1;1993;25;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;1; ; ;2;1;06;66;1898,38454712196
4634561;1;3;1;10;2;1;6;2014;3;3; ;2; ;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;06;66;1898,38454712196
4634561;1;4;1;10;2;1;5;2016;2;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;06;66;1898,38454712196
4634562;1;1;1;10;1;1;2;1956;62;1;3;3; ;3; ;1;2;1; ; ;1;2;240000;2;1;2; ;5;11;2; ;2;11;06;66;1122,95228099973
4634562;1;2;1;10;2;2;7;1957;60;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;66;1122,95228099973
4634564;1;1;1;10;1;1;3;1974;44;1;4;2; ;3; ; ; ;1; ; ;1;1;32000;2;1;2; ;3;5; ; ;2;5;06;66;1094,4668768844
4634565;1;1;1;10;1;1;12;1996;21;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;66;1467,87143176623
4634565;1;2;1;10;2;2;3;1999;19;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;66;1467,87143176623
4634568;1;1;1;10;1;1;3;1992;26;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;66;2316,26584861956
4634568;1;2;1;10;2;2;12;1994;23;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;2316,26584861956
4634568;1;3;1;10;2;1;4;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;66;2316,26584861956
4634568;1;4;1;10;2;1;3;2018;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;66;2316,26584861956
4634569;1;1;1;10;1;1;12;1981;36;1;2;3; ;2; ;1;2;2;1;30; ; ; ;2;1;2; ;3;5; ; ;2;5;06;66;705,56187392316
4634569;1;2;1;10;2;2;4;1981;37;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;66;705,56187392316
4634571;1;1;1;10;1;1;10;1988;29;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;66;1862,50171388538
4634571;1;2;1;10;2;2;8;1990;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;66;1862,50171388538
4634571;1;3;1;10;2;1;6;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;66;1862,50171388538
4634571;1;4;1;10;2;2;12;2016;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;66;1862,50171388538
4634572;1;1;1;10;1;1;3;1966;52;1;3;3; ;3; ;1;2;1; ; ;1;1;32000;2;1;2; ;5;11;2; ;2;11;06;66;734,538172459517
4634572;1;2;1;10;2;2;11;1972;45;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;2;9;06;66;734,538172459517
4634572;1;3;1;10;3;2;10;2001;16;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;2;8;06;66;734,538172459517
4634573;1;1;1;10;1;1;6;1956;62;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;982,283746676172
4634573;1;2;1;10;2;2;1;1976;42;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;66;982,283746676172
4634573;1;3;1;10;3;2;6;1982;36;3;6;1;1;2; ; ; ;1; ; ;1;1;36000;2;1;2; ;5;11;2; ;2;11;06;66;982,283746676172
4634573;1;4;1;10;3;2;4;2010;8;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;06;66;982,283746676172
4634573;1;5;1;10;1;2;6;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;66;982,283746676172
4634575;1;1;1;10;1;2;8;1939;78;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;06;66;1075,31561129998
4634575;1;2;1;10;2;1;7;1932;85;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;06;66;1075,31561129998
4634575;1;3;1;10;3;2;10;1958;59;3;4;1;2;1;1; ; ;1; ; ;1;3;97700;2;1;2; ;4;8; ; ;2;8;06;66;1075,31561129998
4634576;1;1;1;10;1;2;7;1960;57;1;4;3; ;3; ; ; ;1; ; ;1;3;97700;2;1;2; ;6;7;5; ;2;18;06;66;1133,6588666082
4634576;1;2;1;10;2;2;5;1954;64;5;4;3; ;3; ; ; ;1; ; ;1;3;97700;2;1;2; ;6;5;4; ;2;16;06;66;1133,6588666082
4634576;1;3;1;10;3;2;2;1929;89;5;6;3; ;3; ; ; ;1; ; ;1;3;97700;2;1;2; ;3;5; ; ;2;5;06;66;1133,6588666082
4634577;1;1;1;10;1;1;10;1926;91;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;66;1330,45861463788
4634577;1;2;1;10;2;2;5;1946;72;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;66;1330,45861463788
4634577;1;3;1;10;3;2;6;1969;49;3;4;1;1;1;2; ; ;1; ; ;1;1;98000;2;1;2; ;6;7;5; ;2;18;06;66;1330,45861463788
4634577;1;4;1;10;3;1;2;2009;9;4; ;3; ;1;3; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;06;66;1330,45861463788
4634578;1;1;1;10;1;1;1;1985;33;1;4;3; ;2; ; ; ;1; ; ;1;1;48000;2;1;2; ;5;11;2; ;2;11;06;66;1094,4668768844
4634580;1;1;1;10;1;1;8;1981;36;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;66;1030,21438896801
4634580;1;2;1;10;2;2;8;1978;39;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;66;1030,21438896801
4634580;1;3;1;10;3;1;6;2001;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;66;1030,21438896801
4634580;1;4;1;10;4;1;6;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;1;1;1;1;4;7; ; ;2;7;06;66;1030,21438896801
4644840;1;1;1;10;1;1;7;1964;53;1;3;3; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;3;2; ; ;2;2;06;66;867,888131445583
4644840;1;2;1;10;2;2;3;1978;40;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;06;66;867,888131445583
4644840;1;3;1;10;3;1;9;2001;16;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;06;66;867,888131445583
4645772;1;1;1;10;2;1;7;1977;40;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;17;2597,33520502196
4645772;1;2;1;10;2;2;3;1982;36;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;17;2597,33520502196
4645772;1;3;1;10;2;2;3;2002;16;3;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;2;10;06;17;2597,33520502196
4645772;1;4;1;10;2;2;8;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;17;2597,33520502196
4645773;1;1;1;10;1;1;6;1976;41;1;3;3; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;3;5; ; ;2;5;06;17;2952,39511948493
4645773;1;2;1;10;2;2;1;1975;43;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;06;17;2952,39511948493
4645773;1;3;1;10;3;1;10;1995;22;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;2;11;06;17;2952,39511948493
4645774;1;1;1;10;1;1;1;1967;51;1;2;3; ;3; ;1;2;2;1;12; ; ; ;2;1;2; ;3;4; ; ;2;4;06;17;2171,3257629456
4645774;1;2;1;10;2;2;2;1969;49;2;2;3; ;2; ;1;1;2;2; ; ; ; ;2;1;2; ;3;2; ; ;2;2;06;17;2171,3257629456
4645774;1;3;1;10;2;2;4;1992;26;3;6;1;1;1;2; ; ;2;1;12; ; ; ;2;1;2; ;5;11;2; ;2;11;06;17;2171,3257629456
4645774;1;4;1;10;4;2;9;1998;19;3;6;1;1;1;2; ; ;2;1;12; ; ; ;2;1;2; ;5;11;2; ;2;11;06;17;2171,3257629456
4645775;1;1;1;10;1;1;4;1941;77;1;3;3; ;3; ;1;2;1; ; ;1;2;93749;2;2;2; ;1;0; ; ;2;0;06;17;3049,29720287505
4645775;1;2;1;10;2;2;3;1951;67;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;06;17;3049,29720287505
4645775;1;3;1;10;3;2;1;1977;41;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;17;3049,29720287505
4645775;1;4;1;10;4;1;5;2000;18;4;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;17;3049,29720287505
4645776;1;1;1;10;1;2;9;1943;74;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;3561,12300956745
4645776;1;2;1;10;2;1;4;1967;51;3;6;3; ;1;1; ; ;1; ; ;1;1;31250;2;2;2; ;1;0; ; ;2;0;06;17;3561,12300956745
4645777;1;1;1;10;1;1;6;1950;68;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;17;4372,28019006438
4645777;1;2;1;10;2;2;11;1956;61;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;4372,28019006438
4645777;1;3;1;10;3;1;6;1995;23;3;6;1;1;1;2; ; ;1; ; ;1;1;112000;2;1;2; ;5;11;2; ;2;11;06;17;4372,28019006438
4645778;1;1;1;10;1;1;4;1973;45;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;2695,90722056155
4645778;1;2;1;10;2;2;5;1982;36;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;2695,90722056155
4645778;1;3;1;10;3;2;7;1997;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;17;2695,90722056155
4645778;1;4;1;10;4;2;1;1999;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;17;2695,90722056155
4645778;1;5;1;10;5;2;1;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;17;2695,90722056155
4645779;1;1;1;10;1;2;10;1957;60;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;17;5023,05615114612
4645779;1;2;1;10;2;1;5;1948;70;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;5023,05615114612
4645779;1;3;1;10;3;1;7;2002;15;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;17;5023,05615114612
4645779;1;4;1;10;1;2;10;2005;12;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;17;5023,05615114612
4645779;1;5;1;10;1;1;10;2005;12;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;17;5023,05615114612
4645780;1;1;1;10;1;2;12;1943;74;1;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;06;17;4180,60037432655
4645781;1;1;1;10;1;1;2;1961;57;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;17;4956,11163862973
4645781;1;2;1;10;2;2;2;1959;59;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;17;4956,11163862973
4645781;1;3;1;10;3;2;8;1986;31;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;4956,11163862973
4645781;1;4;1;10;2;1;1;2008;10;4;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;17;4956,11163862973
4645781;1;5;1;10;2;2;8;2014;3;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;17;4956,11163862973
4645783;1;1;1;10;1;2;2;1958;60;1;5;3; ;3; ; ; ;1; ; ;1;3;97655;2;2;2; ;1;0; ; ;2;0;06;17;4279,17238986614
4645783;1;2;1;10;2;2;1;2000;18;4;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;2;10;06;17;4279,17238986614
4645785;1;1;1;10;1;1;3;1976;42;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;17;3723,1741611321
4645786;1;1;1;10;1;1;2;1972;46;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;2790,34396792027
4645786;1;2;1;10;2;2;4;1980;38;2;2;2; ;1;4;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;17;2790,34396792027
4645786;1;3;1;10;1;1;7;2007;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;17;2790,34396792027
4645786;1;4;1;10;4;2;10;1940;77;5;2;3; ;3; ;2; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;06;17;2790,34396792027
4645788;1;1;1;10;1;1;1;1965;53;1;2;3; ;2; ;1;2;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;06;17;4957,7815707792
4645788;1;2;1;10;2;2;4;1986;32;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;17;4957,7815707792
4645788;1;3;1;10;3;1;7;1999;18;3;6;1;1;1;2; ; ;2;1;30; ; ; ;2;1;2; ;4;8; ; ;2;8;06;17;4957,7815707792
4645788;1;4;1;10;2;2;5;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;17;4957,7815707792
4645788;1;5;1;10;2;2;2;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;17;4957,7815707792
4645789;1;1;1;10;1;1;8;1963;54;1;3;3; ;3; ;1;2;1; ; ;1;4; ;2;1;2; ;3;3; ; ;2;3;06;17;2952,39511948493
4645789;1;2;1;10;2;2;10;1964;53;2;3;2; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;17;2952,39511948493
4645789;1;3;1;10;3;1;1;1997;21;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;2; ;5;11;2; ;2;11;06;17;2952,39511948493
4645791;1;1;1;10;1;1;10;1962;55;1;3;3; ;3; ;1;2;1; ; ;1;3;97655;2;1;2; ;4;8; ; ;2;8;06;17;2659,14440889756
4645791;1;2;1;10;2;2;7;1966;51;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;17;2659,14440889756
4645792;1;1;1;10;1;1;7;1988;29;1;2;2; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;3;5; ; ;2;5;06;17;5728,56061242637
4645792;1;2;1;10;2;2;5;1995;23;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;17;5728,56061242637
4645792;1;3;1;10;2;2;5;2015;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;06;17;5728,56061242637
4645793;1;1;1;10;1;1;7;1963;54;1;3;3; ;2; ;1;2;1; ; ;1;1;31250;2;1;2; ;3;5; ; ;2;5;06;17;4352,11313660844
4645793;1;2;1;10;2;2;10;1967;50;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;06;17;4352,11313660844
4645793;1;3;1;10;3;1;7;1992;25;3;6;1;1;1;2; ; ;1; ; ;1;1;31250;2;1;1;2;6;1;2;2;2;12;06;17;4352,11313660844
4645793;1;4;1;10;4;2;6;2002;16;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;9;06;17;4352,11313660844
4645793;1;5;1;10;5;2;9;1989;28;3;4;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;17;4352,11313660844
4645793;1;6;1;10;5;1;1;2010;8;4; ;2; ;1;5; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;06;17;4352,11313660844
4645793;1;7;1;10;5;1;12;2011;6;4; ;2; ;1;5; ; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;2;0;06;17;4352,11313660844
4645793;1;8;1;10;8;2;9;2001;16;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;17;4352,11313660844
4645793;1;9;1;10;9;1;10;1943;74;8;6;3; ;3; ; ; ;2;2; ; ; ; ;2;1;2; ;3;2; ; ;2;2;06;17;4352,11313660844
4645794;1;1;1;10;1;1;11;1972;45;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;2983,69371580757
4645794;1;2;1;10;2;2;6;1977;41;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;17;2983,69371580757
4645794;1;3;1;10;3;1;10;1992;25;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;17;2983,69371580757
4645794;1;4;1;10;4;1;3;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;17;2983,69371580757
4645794;1;5;1;10;2;1;11;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;17;2983,69371580757
4645794;1;6;1;10;2;2;11;2005;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;17;2983,69371580757
4645795;1;1;1;10;1;1;5;1965;53;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;17;4429,07238061239
4645795;1;2;1;10;2;2;7;1964;53;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;17;4429,07238061239
4645795;1;3;1;10;2;1;12;2009;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;17;4429,07238061239
4645796;1;1;1;10;1;1;6;1931;87;1;5;3; ;3; ; ; ;1; ; ;1;2;93750;2;1;2; ;3;4; ; ;2;4;06;17;3982,12739608688
4645800;1;1;1;10;1;1;10;1937;80;1;3;3; ;3; ;1;2;1; ; ;1;2;93749;2;1;2; ;3;3; ; ;2;3;06;17;940,850282176681
4645800;1;2;1;10;2;2;2;1953;65;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;2;9;06;17;940,850282176681
