DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4650586;1;3;1;2;1;1;3;1;4;1; ; ;380000000;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;2;06;50;652,923946339441
4650587;1;2;1;2;1;1;3;1;4;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;5;2;1;2;2;2;1;3;2; ;01;2;06;50;652,923946339441
4650588;1;5;1;2;1;1;3;1;4;1; ; ;600000000;1500000; ;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1;2;2;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;2;06;50;652,923946339441
4650589;1;4;2;2;1;1;3;1;4;1; ; ;100000000;500000; ;2;2;2;1;1;1;1;2;1;2;1;1;2;1;2;2;1;1;2;1;2;1;2;4;2; ;1;1;1;4;1;1;2;2;1;2;2; ;01;2;06;50;1441,39766057541
4650590;1;3;1;2;1;1;3;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;2;06;50;862,272003692401
4650591;1;3;1;2;1;1;3;1;4;1; ; ;130000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;1;2;1;2;2;2; ;1;1;1;4;1;2;2;2;1;3;2; ;01;2;06;50;652,923946339441
4650592;1;4;1;2;1;1;3;1;4;4; ; ; ;300000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;2;2;2; ;1;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;2;06;50;1470,96262406421
4650593;1;4;3;2;1;1;3;1;4;1; ; ;99;99; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;3;3;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;2;06;50;1388,07872178324
4650594;1;3;2;2;1;1;3;1;4;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;2;06;50;652,923946339441
4650636;1;6;5;1;1;1;1;1;3;2; ;1300000;400000;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;7;7;2; ;1;2;1;4;1;2;1;1;1;2;1;2;01;2;06;05;6241,16371540961
4650637;1;1;1;1;1;1;1;2;4;3; ; ; ; ;350000;2;2;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;2;1;2;01;2;06;05;4049,59024227481
4650638;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;5;2; ;1;2;1;2;1;2;1;1;1;2;1;2;01;2;06;05;5087,99135537214
4650639;1;4;1;1;1;1;1;1;3;1; ; ;70000000;350000; ;2;1;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;2;06;05;3930,7398264365
4650640;1;4;3;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1;2;2;1;6;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;2;06;05;2041,55286044359
4650641;1;4;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;2;06;05;2256,73974877306
4650642;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;6;6;2; ;1;2;1;4;1;2;1;1;1;2;1;2;01;2;06;05;3478,93212554113
4650644;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;2;06;05;2839,19301653529
4650646;1;3;2;2;1;4;2;1;4;4; ; ; ;250000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;05;3867,48711522293
4650647;1;1;1;3;1;4;2;2;5;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;05;2256,73974877306
4650648;1;6;3;3;1;4;2;1;4;1; ; ;150000000;500000; ;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;05;2920,44878486306
4650649;1;2;1;2;1;4;2;1;4;4; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;06;05;7177,46400902791
4650650;1;3;2;3;1;4;2;1;4;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;05;2868,62100009299
4650651;1;5;1;3;1;4;2;1;4;1; ; ;60000000;400000; ;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;05;3744,12891647509
4650652;1;3;2;3;1;4;2;3;4;3; ; ; ; ;350000;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;05;4019,85300967361
4650653;1;4;3;3;1;4;2;1;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;3;2;2;2; ;2; ;01;2;06;05;4683,56204576361
4650654;1;4;3;3;1;3;2;1;4;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;4;5;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;05;2041,55286044359
4650655;1;2;1;3;1;4;2;1;4;4; ; ; ;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;2;1;3;2;2;2; ;2; ;01;2;06;05;5968,63690916019
4651755;1;3;2;6; ;4;5;5;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;1;2; ;2;2;2; ;2; ;01;2;06;20;1341,67506207541
4651756;1;2;1;2;1;4;3;5;4;4; ; ; ;98; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;4;2; ;1;1;1;2;2; ;2;2;2; ;1;1;01;2;06;20;1498,24321826913
4651757;1;3;2;4;1;4;4;5;4;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;6;2; ;1;1;1;2;1;9;2;2;2; ;2; ;01;2;06;20;1743,31575938492
4651758;1;6;2;2;1;4;3;5;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;2; ;2;2;2; ;1;1;01;2;06;20;667,440378191508
4651759;1;3;2;6; ;4;6;5;5;4; ; ; ;98; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;8;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;06;20;1968,32259984201
4651760;1;2;1;2;1;4;3;5;5;4; ; ; ;100000; ;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;3;2; ;1;1;5;1;1;9;2;2;2; ;2; ;01;2;06;20;1288,04973816786
4651761;1;3;1;6; ;4;6;1;5;1; ; ;2000000;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;20;753,635701417517
4651771;1;4;3;2;1;4;5;1;5;1; ; ;98;200000; ;2;1;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;6;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651774;1;4;1;2;1;1;5;1;4;4; ; ; ;98; ;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;1;8;2; ;01;2;06;25;1972,852621488
4651775;1;2;1;6; ;4;5;5;5;1; ; ;98;200000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;8;1;1;1;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651776;1;2;2;2;1;4;5;5;5;1; ; ;98;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;3;2; ;1;1;4;1;1;2;2;2;1;8;2; ;01;2;06;25;1847,6788098406
4651777;1;3;1;2;1;4;5;1;5;4; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651778;1;2;2;2;1;4;5;5;5;1; ; ;400000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;25;2440,10304488507
4651779;1;2;2;2;1;4;5;1;5;5; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;7;2;1;0;2;2;1;8;2; ;01;2;06;25;4395,30920422204
4651780;1;1;1;3;1;2;8;5;5;4; ; ; ;150000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;8;1;1;1;2;2;2; ;2; ;01;2;06;25;3799,39029204639
4651781;1;2;1;2;1;4;5;1;5;3; ; ; ; ;70000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;25;4162,60804307827
4651782;1;2;1;2;1;4;5;1;4;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;2831,61771618703
4651783;1;1;1;6; ;4;5;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;8;1;2; ;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651784;1;2;1;2;1;4;5;5;4;4; ; ; ;98; ;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2; ;3;2; ;1;1;6;1;1;1;2;2;2; ;2; ;01;2;06;25;6008,47122674536
4651786;1;1;1;2;1;4;5;5;4;4; ; ; ;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;1;1;2;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651804;1;2;2;6; ;4;1;1;4;4; ; ; ;150000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;3;4;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;06;25;4575,79085066361
4651805;1;4;1;2;1;4;5;1;5;5; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2; ;1;1;4;2;1;2;2;2;1;1;2; ;01;2;06;25;1972,852621488
4651806;1;2;1;2;1;4;5;1;4;4; ; ; ;60000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1972,852621488
4651807;1;3;2;2;1;4;5;1;4;4; ; ; ;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;4;1;9;2;2;2; ;2; ;01;2;06;25;3298,8681395841
4651808;1;1;1;6; ;4;5;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;1;2;1;0;2;2;2; ;2; ;01;2;06;25;3323,78745961081
4651809;1;3;1;2;1;1;5;1;4;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;06;25;1972,852621488
4651810;1;3;1;6; ;4;5;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;3323,78745961081
4651811;1;1;1;2;1;1;5;1;5;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;3;7;2; ;1;1;8;1;1;2;2;2;1;1;2; ;01;2;06;25;6815,15853180147
4651812;1;3;2;2;1;5;1;1;4;4; ; ; ;350000; ;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;3;2;2;2; ;1;2;01;2;06;25;3588,69276169556
4651813;1;1;1;2;1;4;8;1;4;3; ; ; ; ;70000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;6;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;25;6241,17238788912
4651814;1;2;1;2;1;4;5;1;4;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;2;2;2; ;1;2;01;2;06;25;2259,6213984435
4651815;1;3;1;2;1;4;5;1;4;3; ; ; ; ;300000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;25;4162,60804307827
4651816;1;6;2;2;1;4;1;1;4;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;25;1847,6788098406
4651817;1;2;1;2;1;4;1;1;4;3; ; ; ; ;150000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;3;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;25;3588,69276169556
4651818;1;5;1;1;1;5;10;1;4;4; ; ; ;98; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;2;1;2; ;1;2;01;2;06;25;3323,78745961081
4651819;1;2;1;2;1;4;1;1;4;4; ; ; ;350000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;25;1847,6788098406
4651822;1;2;2;2;1;4;1;1;5;1; ; ;100000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;25;1847,6788098406
4651824;1;2;2;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;8;1;1;1;2;2;2; ;1;2;01;2;06;25;5491,67940633034
4651825;1;2;2;3;1;4;6;1;4;3; ; ; ; ;160000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;06;25;5489,76044269115
4651826;1;4;3;2;1;4;2;1;5;3; ; ; ; ;200000;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;25;6237,63686534173
4651827;1;2;1;2;1;4;1;1;5;1; ; ;98;100000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;25;1847,6788098406
4651828;1;1;1;2;1;4;9;1;5;4; ; ; ;70000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;7;1;1;1;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651829;1;2;1;2;1;3;1;1;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;06;25;1847,6788098406
4651830;1;4;1;2;1;4;10;6; ;3; ; ; ; ;100000;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;2;2; ;1;2;01;2;06;25;3323,78745961081
4651831;1;4;3;2;1;4;5;3;5;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651832;1;3;1;2;1;4;1;1;4;1; ; ;150000000;300000; ;2;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;25;1972,852621488
4651833;1;3;1;2;1;4;1;1;4;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;25;1847,6788098406
4651834;1;5;3;2;1;4;1;1;4;1; ; ;98;180000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;1;2;2;1;1;2;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;2; ;1;2;01;2;06;25;3812,12443745173
4651835;1;2;1;2;1;5;8;1;4;3; ; ; ; ;130000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651836;1;3;1;2;1;4;2;1;4;1; ; ;98;100000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1972,852621488
4651837;1;4;1;2;1;4;1;6; ;4; ; ; ;100000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;25;4162,60804307827
4651838;1;2;1;2;1;5;8;1;5;1; ; ;98;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;1;1;1;2;2;2; ;1;2;01;2;06;25;1972,852621488
4651839;1;3;1;2;1;4;1;1;5;1; ; ;20000000;200000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;06;25;3323,78745961081
4651840;1;3;1;4;1;4;10;1;4;4; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;25;1847,6788098406
4651841;1;3;2;6; ;4;5;1;5;1; ; ;2000000;400000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1888,05123837311
4651842;1;1;1;6; ;4;5;1;4;1; ; ;100000000;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;8;1;2; ;2;2;2; ;2; ;01;2;06;25;3323,78745961081
4651844;1;2;1;2;2;4;5;1;4;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;25;1847,6788098406
4651845;1;3;2;2;1;5;5;5;4;1; ; ;150000000;400000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;4;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;25;2535,78330821175
4651846;1;2;1;2;1;4;5;1;4;4; ; ; ;150000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;25;5024,42898293326
4651847;1;1;1;2;1;3;5;5;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;7;1;2; ;2;2;2; ;2; ;01;2;06;25;4162,60804307827
4651848;1;3;1;2;1;4;5;1;4;4; ; ; ;200000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;25;3323,78745961081
4651849;1;1;1;2;1;4;5;6; ;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;25;3323,78745961081
4651851;1;5;2;2;1;4;5;1;5;4; ; ; ;100000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;25;3344,87401405466
4651854;1;2;1;2;1;4;1;1;4;4; ; ; ;45000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;25;3323,78745961081
4651855;1;3;1;2;1;4;3;1;4;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;3;1;1;1;1;1;4;1;0;2;2;2; ;2; ;01;2;06;25;4160,68907943909
4651856;1;3;2;2;1;4;5;1;4;1; ; ;10000000;80000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;3;2; ;1;1;4;2;1;2;2;2;2; ;2; ;01;2;06;25;2930,35382466967
4651926;1;3;2;2;1;4;1;1;5;1; ; ;98;150000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;25;1259,87172982671
4651927;1;5;4;2;1;5;1;1;4;1; ; ;10000000;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;4;4;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;06;25;1409,62824390739
4651928;1;1;1;2;1;4;6;5;5;4; ; ; ;98; ;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;3;3;1;0;2;2;2; ;2; ;01;2;06;25;952,730663930018
4651929;1;4;3;2;1;4;6;1;4;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;3;1;1;2;2;2; ;2; ;01;2;06;25;529,618779967051
4651930;1;4;3;2;1;4;2;1;5;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;3;6;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;1307,07895729152
4651931;1;1;1;2;1;4;6;5;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;3;3;1;0;2;2;2; ;2; ;01;2;06;25;952,730663930018
4651932;1;3;2;2;1;4;1;1;4;1; ; ;3000000;200000; ;2;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;25;788,223548563694
4651933;1;2;1;2;1;4;2;1;4;6;DUEÑO DE LA CASA PERO NO DEL TERRENO; ; ;300000; ;2;2;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;2;1;0;2;2;2; ;1;1;01;2;06;25;1424,37884519303
4651934;1;2;1;2;1;4;6;1;4;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;25;529,618779967051
4651935;1;3;1;2;1;4;2;1;4;4; ; ; ;250000; ;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;3;1;0;2;2;2; ;2; ;01;2;06;25;952,730663930018
4651936;1;2;1;2;1;4;1;1;4;3; ; ; ; ;140000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;25;1259,87172982671
4651950;1;4;3;2;1;4;1;3;4;4; ; ; ;400000; ;2;1;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;2;3;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;25;1564,90436211976
4651952;1;4;2;2;1;4;1;1;4;1; ; ;10000000;100000; ;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;25;529,618779967051
4651955;1;1;1;2;1;4;1;1;4;4; ; ; ;150000; ;2;1;2;2;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;25;1193,1702531385
