DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4652874;1;3;2;2;1;4;1;1;5;1; ; ;30000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;1225,67429514849
4652875;1;3;1;4;1;4;1;1;4;1; ; ;12000000;30000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;1;1;1;2;2;2; ;1;1;01;2;06;52;1168,8894196208
4652876;1;3;2;2;1;4;1;1;5;1; ; ;98;200000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;1245,49339505055
4652877;1;1;1;4;1;4;1;1;4;4; ; ; ;98; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;2041,25272106842
4652878;1;1;1;2;1;5;1;1;4;3; ; ; ; ;20000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;1;1;1;2;2;2; ;1;1;01;2;06;52;1822,83129030307
4652879;1;3;1;2;1;3;1;1;4;1; ; ;20000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;06;52;1377,10866538087
4652880;1;3;1;2;1;4;1;1;4;4; ; ; ;200000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;1377,10866538087
4652881;1;3;2;6; ;4;1;1;4;1; ; ;3000000;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;2694,86824955663
4652882;1;2;1;2;1;4;1;1;4;4; ; ; ;70000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;06;52;2659,91600487676
4652883;1;4;2;2;1;4;1;1;4;1; ; ;7000000;50000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;1810,39966883162
4652884;1;2;1;3;1;3;1;1;4;1; ; ;1000000;50000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;5;1;1;1;2;2;2; ;1;1;01;2;06;52;1810,39966883162
4652885;1;2;1;2;2;4;1;1;5;1; ; ;10000000;50000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;2;1;1;2;2;2; ;1;1;01;2;06;52;1168,8894196208
4652886;1;2;1;2;2;4;1;1;5;4; ; ; ;50000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;3;2;1;1;2;2;2; ;1;1;01;2;06;52;2162,04255381178
4652887;1;3;1;2;1;4;1;1;5;1; ; ;8000000;50000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;1;1;1;2;2;2; ;1;1;01;2;06;52;1168,8894196208
4652888;1;2;1;2;1;4;1;1;5;1; ; ;10000000;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;1168,8894196208
4652889;1;3;2;2;1;4;1;1;5;1; ; ;5000000;70000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;4;1;1;1;2;2;2; ;1;1;01;2;06;52;1589,7488016001
4652890;1;1;1;6; ;4;1;1;5;1; ; ;1000000;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;1;1;1;2;2;2; ;1;1;01;2;06;52;2427,15985836784
4652891;1;2;2;2;1;4;1;1;5;1; ; ;10000000;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;1;1;1;2;2;2; ;1;1;01;2;06;52;1401,97190832377
4652892;1;2;2;2;1;4;1;1;5;1; ; ;5000000;40000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;1;3;1;1;1;2;2;2; ;1;1;01;2;06;52;3500,03133154553
4652893;1;3;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;992,233922770367
4652894;1;3;2;2;1;4;1;1;4;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;1909,6374507381
4652895;1;2;1;2;1;4;1;1;5;4; ; ; ;50000; ;2;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;2414,72823689639
4652896;1;3;2;2;1;4;1;1;4;1; ; ;12000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;52;2228,22843871582
4652943;1;3;3;1;1;1;1;1;4;1; ; ;2000000;150000; ;2;1;1;2;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;3;4;2; ;1;1;3;2;1;1;2;1;1;2;1;1;01;2;06;52;1498,0029563566
4652944;1;4;2;1;1;1;1;1;4;1; ; ;98;400000; ;2;1;2;2;2;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;4;1;1;2;1;1;2;1;1;01;2;06;52;1469,32910877956
4652945;1;3;2;1;1;1;1;1;4;1; ; ;80000000;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;1;2;1;1;2;1;1;01;2;06;52;2410,03201732753
4652946;1;2;1;1;1;1;1;1;4;1; ; ;98;300000; ;2;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;1;4;1;1;2;1;1;2;1;1;01;2;06;52;2470,68190804809
4652947;1;4;2;1;1;1;1;1;4;1; ; ;25000000;350000; ;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;1;2;2;1;3;3;2; ;1;4;1;4;1;1;2;1;1;2;1;1;01;2;06;52;2397,49626348812
4652948;1;4;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;2;06;52;1323,09199033924
4652949;1;4;3;1;1;1;1;1;4;1; ; ;150000000;400000; ;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;2;06;52;2895,50631156241
4652950;1;5;4;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;1;4;6;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;2;06;52;2075,77382570069
4652951;1;4;3;1;1;1;1;1;5;1; ; ;98;400000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;2;06;52;1323,09199033924
4652955;1;4;1;3;1;5;2;1;4;1; ; ;30000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;54;652,923946339441
4652956;1;4;2;2;1;5;3;5;5;1; ; ;99;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;3;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;54;730,968308503047
4652957;1;2;1;2;1;4;3;1;4;1; ; ;98;150000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;798,494258226653
4652958;1;3;1;2;1;5;2;1;4;5; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;54;862,272003692401
4652959;1;2;1;6; ;5;3;1;5;3; ; ; ; ;200000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;06;54;798,494258226653
4652960;1;3;1;3;1;4;3;1;4;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;5;2;2; ;2;2;2; ;2; ;01;2;06;54;1470,96262406421
4652961;1;4;3;2;1;5;3;5;4;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;6;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;54;1499,59561430731
4652962;1;4;2;2;1;1;3;1;4;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;4;7;2; ;1;1;1;2;1;1;2;2;1;1;2; ;01;2;06;54;1207,0008292206
4652963;1;3;3;2;1;5;3;1;4;1; ; ;99;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;06;54;1532,98239526868
4653030;1;2;1;2;1;4;2;1;5;5; ; ; ;99; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;4;2;1;2;2;2;2; ;2; ;01;2;06;54;543,089727832096
4653031;1;4;3;2;1;4;1;1;5;1; ; ;20000000;70000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;54;444,081199907504
4653032;1;4;1;2;1;4;2;1;5;1; ; ;15000000;80000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;624,654807314617
4653033;1;4;2;2;1;4;2;1;5;1; ; ;40000000;200000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;578,727552009811
4653035;1;5;4;2;1;4;1;1;5;1; ; ;60000000;200000; ;2;1;2;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;1;2;1;5;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;54;1375,82883864453
4653036;1;3;1;2;1;4;2;1;4;1; ; ;98;70000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;474,166156328132
4653037;1;3;2;2;1;4;1;1;5;3; ; ; ; ;70000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;7;2; ;1;1;3;2;1;2;2;2;2; ;1;2;01;2;06;54;1776,32479963002
4653038;1;3;1;2;1;4;1;1;5;3; ; ; ; ;70000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;54;792,867956249132
4653040;1;3;2;2;1;1;2;1;4;4; ; ; ;99; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;06;54;1056,39258023629
4653041;1;3;2;2;1;5;1;1;5;1; ; ;98;70000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;3;2;1;2;2;2;2; ;1;2;01;2;06;54;444,081199907504
4653042;1;4;3;2;1;4;2;1;5;1; ; ;10000000;80000; ;2;1;2;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653043;1;3;1;2;1;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;474,166156328132
4653044;1;2;1;3;1;4;2;2;4;5; ; ; ;70000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;8;1;1;2;2;2;2; ;2; ;01;2;06;54;798,857201500742
4653045;1;3;2;3;1;1;2;1;5;5; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;06;54;497,16247252729
4653046;1;3;2;2;1;5;1;1;4;3; ; ; ; ;100000;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;3;3;1;2;2;2;2; ;1;2;01;2;06;54;704,297216422109
4653047;1;5;4;3;1;4;2;1;5;1; ; ;10000000;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653048;1;4;3;3;1;4;2;1;4;5; ; ; ;98; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;930,822915823988
4653051;1;6;3;2;1;4;2;1;5;1; ; ;20000000;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653052;1;2;1;2;1;4;2;3;5;5; ; ; ;50000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653053;1;3;1;3;1;4;2;1;5;1; ; ;98;250000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;543,089727832096
4653054;1;3;3;2;1;4;2;1;5;1; ; ;98;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;3;5;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653055;1;3;1;2;1;4;2;1;5;1; ; ;98;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653056;1;4;3;2;1;4;2;1;5;1; ; ;15000000;50000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;1555,09929030334
4653057;1;5;4;2;1;4;2;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;885,522302439497
4653059;1;2;1;2;1;4;2;1;5;5; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;1109,24362071579
4653060;1;4;3;2;1;4;2;1;5;1; ; ;40000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;4;5;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;566,359288334014
4653071;1;3;2;2;1;4;2;1;5;1; ; ;98;100000; ;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;5;7;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;54;1541,83114040447
4653072;1;4;3;6; ;4;2;1;5;1; ; ;98;50000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;978,144684646317
4653073;1;1;1;2;1;3;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653074;1;2;1;2;1;4;2;1;5;4; ; ; ;80000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;54;1444,10873674142
4653075;1;2;1;2;1;3;2;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;54;1000,46391432843
4653076;1;3;2;2;1;4;2;1;5;1; ; ;98;100000; ;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;660,919273412648
4653077;1;4;2;2;1;3;2;1;5;4; ; ; ;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;5;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;1203,85367325618
4653079;1;2;1;2;1;4;2;1;5;4; ; ; ;70000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;06;54;798,857201500742
4653081;1;3;2;2;1;4;2;1;5;1; ; ;98;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;1112,76542884186
4653082;1;5;2;2;1;4;2;1;5;4; ; ; ;90000; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;06;54;1056,39258023629
4653083;1;2;2;2;1;4;1;1;5;1; ; ;98;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;3;3;2; ;1;1;3;2;1;2;2;2;2; ;1;2;01;2;06;54;862,525986240339
4653084;1;3;1;2;1;4;2;1;5;4; ; ; ;80000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;06;54;1194,33050832438
4653085;1;3;2;2;1;4;1;1;5;4; ; ; ;80000; ;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;54;862,525986240339
4653086;1;4;1;2;1;4;2;1;5;1; ; ;25000000;100000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;798,857201500742
4653087;1;3;2;2;1;4;1;1;5;4; ; ; ;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;54;543,089727832096
4653088;1;5;2;2;1;4;2;1;5;1; ; ;98;200000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;2;1;3;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;1030,11249325454
4653089;1;3;1;2;1;4;2;1;4;4; ; ; ;50000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;1;1;2;2;2;2; ;2; ;01;2;06;54;792,867956249132
4653090;1;2;1;2;1;4;2;1;5;5; ; ; ;150000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;862,525986240339
4653091;1;3;2;2;1;5;2;1;5;2; ;98;98;100000; ;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;9;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;1776,32479963002
4653092;1;3;2;2;1;4;2;1;5;1; ; ;15000000;60000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653093;1;2;1;3;1;4;2;1;5;5; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;1;1;2;2;2;2; ;2; ;01;2;06;54;798,857201500742
4653094;1;3;1;2;1;4;2;2;4;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;3;1;2;2;2;2; ;1;2;01;2;06;54;798,857201500742
4653095;1;3;2;2;1;4;2;1;5;4; ; ; ;50000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;698,769185354982
4653096;1;1;1;3;1;4;2;5;5;1; ; ;5000000;50000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;5;1;1;2;2;2;2; ;2; ;01;2;06;54;798,857201500742
4653097;1;3;2;2;1;4;2;1;5;4; ; ; ;150000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653098;1;2;1;2;1;4;2;5;5;4; ; ; ;50000; ;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;1054,18173306171
4653099;1;4;1;3;1;1;2;1;4;2; ;200000;20000000;80000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;06;54;464,841832242127
4653100;1;3;1;2;1;2;2;3;4;3; ; ; ; ;50000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;862,525986240339
4653101;1;4;1;2;1;4;2;1;5;1; ; ;22000000;280000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;543,089727832096
4653102;1;2;1;6; ;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;5;3;2; ;2;2;2; ;2; ;01;2;06;54;1567,46755397914
4653103;1;2;2;3;1;4;2;1;4;4; ; ; ;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;874,433035731653
4653104;1;3;2;3;1;5;2;1;4;2; ;98;98;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4;6;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653105;1;3;1;2;1;4;2;1;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653106;1;4;3;2;1;4;2;1;5;1; ; ;98;70000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;06;54;1056,39258023629
4653107;1;2;1;6; ;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;54;750,224471726914
4653108;1;3;2;2;1;4;2;1;5;4; ; ; ;98; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653109;1;4;2;2;1;4;2;1;5;1; ; ;10000000;50000; ;2;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;06;54;691,029066523236
4653110;1;3;1;2;1;4;2;1;5;3; ; ; ; ;100000;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653111;1;3;1;2;1;3;2;1;5;1; ; ;8000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;06;54;444,081199907504
4653112;1;4;3;2;1;3;2;1;5;1; ; ;98;80000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;06;54;1019,3117804812
